,nome_jogador,nota_geral,nota_potencial,valor_eur,salario_eur,idade,altura_cm,peso_kg,pe_fraco,habilidade,rescisao_eur,ritmo,chute,passe,drible,defesa,fisico,mentalidade_visao,mentalidade_compostura,mentalidade_posicionamento,poder_salto,poder_stamina,poder_forca,posicao
262,Mario Hermoso,82,85,35500000.0,62000.0,26,185,76,3,2,75400000.0,75.0,49.0,72.0,71.0,83.0,80.0,66,79,64,82,77,81,Zagueiro
264,B. Chilwell,82,86,40500000.0,100000.0,24,178,77,3,3,78000000.0,76.0,53.0,77.0,78.0,78.0,75.0,73,74,74,86,88,69,Lateral
265,Raphaelinho Anjos,82,82,10000000.0,20000.0,33,190,85,2,1,19000000.0,,,,,,,51,67,20,67,29,79,Goleiro
266,Josué Chiamulera,82,82,25500000.0,41000.0,29,185,80,3,2,48500000.0,78.0,43.0,56.0,64.0,85.0,79.0,42,71,38,73,77,76,Zagueiro
267,Unai Simón,82,86,34500000.0,24000.0,24,190,89,3,1,75000000.0,,,,,,,44,42,14,63,45,76,Goleiro
268,Richarlison,82,87,46500000.0,100000.0,24,181,71,5,4,91800000.0,83.0,78.0,73.0,83.0,53.0,80.0,74,81,83,86,83,77,Atacante
269,C. Romero,82,87,41500000.0,51000.0,23,185,79,2,3,,76.0,46.0,52.0,61.0,83.0,84.0,43,78,39,86,83,82,Zagueiro
270,D. Dumfries,82,84,35000000.0,100000.0,25,188,80,3,2,62100000.0,80.0,61.0,66.0,72.0,78.0,89.0,58,73,74,92,94,89,Zagueiro
272,A. Isak,82,86,45000000.0,37000.0,21,192,77,5,4,97900000.0,84.0,82.0,68.0,79.0,29.0,69.0,76,77,86,71,70,75,Atacante
274,A. Davies,82,89,57000000.0,59000.0,20,183,75,4,4,105500000.0,96.0,67.0,71.0,82.0,75.0,75.0,68,74,75,77,79,72,Zagueiro
275,F. Neuhaus,82,87,46000000.0,36000.0,24,185,74,4,3,81700000.0,64.0,72.0,79.0,82.0,66.0,67.0,84,78,70,54,81,65,Meio campo
276,Y. En-Nesyri,82,86,44000000.0,37000.0,24,188,78,4,3,95700000.0,78.0,83.0,58.0,78.0,35.0,76.0,52,74,82,83,76,76,Atacante
279,Éder Militão,82,89,56500000.0,130000.0,23,186,78,3,2,127100000.0,83.0,50.0,69.0,71.0,83.0,82.0,59,74,64,86,85,80,Zagueiro
281,Pau Torres,82,89,56500000.0,35000.0,24,191,80,3,2,130000000.0,71.0,38.0,67.0,70.0,84.0,80.0,67,73,42,78,80,80,Zagueiro
282,D. Livaković,82,87,35000000.0,1000.0,26,187,79,3,1,79600000.0,,,,,,,60,64,11,61,32,75,Goleiro
285,B. Yılmaz,81,81,11000000.0,39000.0,35,188,77,4,3,20900000.0,79.0,83.0,69.0,73.0,34.0,79.0,70,83,87,68,71,81,Atacante
287,A. Gignac,81,81,11000000.0,50000.0,35,189,85,3,3,17600000.0,68.0,83.0,73.0,75.0,41.0,84.0,75,81,81,74,72,92,Atacante
288,H. Herrera,81,81,21000000.0,63000.0,31,185,78,4,3,43100000.0,70.0,75.0,76.0,76.0,78.0,84.0,78,77,82,77,93,80,Meio campo
289,A. Consigli,81,81,4400000.0,32000.0,34,189,82,3,1,7500000.0,,,,,,,46,63,10,80,31,51,Goleiro
290,S. Mandanda,81,81,2900000.0,24000.0,36,185,82,3,1,5500000.0,,,,,,,55,62,11,69,31,61,Goleiro
291,G. Higuaín,81,81,16500000.0,14000.0,33,186,89,4,3,24800000.0,58.0,84.0,71.0,78.0,29.0,71.0,75,84,86,72,56,86,Atacante
292,José Fonte,81,81,4600000.0,30000.0,37,191,84,3,2,8700000.0,32.0,46.0,62.0,63.0,83.0,77.0,63,79,48,74,57,84,Zagueiro
293,J. Vertonghen,81,81,8500000.0,18000.0,34,189,86,3,3,17000000.0,76.0,62.0,72.0,67.0,83.0,78.0,66,81,56,89,72,80,Zagueiro
295,Adán,81,81,4400000.0,14000.0,34,190,86,2,1,8800000.0,,,,,,,42,63,11,71,32,77,Goleiro
297,A. Vidal,81,81,12000000.0,105000.0,34,180,75,4,3,20400000.0,65.0,79.0,79.0,79.0,82.0,82.0,80,80,78,82,78,80,Meio campo
299,M. Arnautović,81,81,21000000.0,48000.0,32,192,83,4,4,35700000.0,79.0,81.0,79.0,78.0,44.0,82.0,81,79,79,78,77,87,Atacante
302,N. Otamendi,81,81,12500000.0,18000.0,33,183,76,3,2,25000000.0,63.0,57.0,62.0,59.0,83.0,81.0,53,79,48,88,75,80,Zagueiro
304,Aitor,81,81,17000000.0,28000.0,30,182,78,2,1,35700000.0,,,,,,,48,55,15,80,42,48,Goleiro
305,A. Delort,81,81,25500000.0,49000.0,29,181,83,3,3,48500000.0,84.0,82.0,73.0,75.0,37.0,85.0,77,79,83,85,83,87,Atacante
306,K. Kampl,81,81,24500000.0,83000.0,30,178,66,4,3,41700000.0,70.0,67.0,81.0,85.0,63.0,62.0,82,84,72,67,86,47,Meio campo
307,D. Ings,81,81,26500000.0,90000.0,28,178,73,4,3,50400000.0,79.0,84.0,70.0,80.0,45.0,70.0,72,85,86,79,74,69,Atacante
308,Pizzi,81,81,21000000.0,19000.0,31,177,72,4,3,42000000.0,75.0,77.0,81.0,82.0,64.0,66.0,83,84,84,67,78,59,Meio campo
311,Danilo,81,81,22500000.0,83000.0,29,184,78,4,3,37100000.0,73.0,67.0,73.0,74.0,82.0,79.0,64,78,69,75,77,80,Zagueiro
312,Sergi Roberto,81,81,22500000.0,140000.0,29,178,68,3,4,46100000.0,76.0,63.0,80.0,77.0,76.0,73.0,82,76,69,42,92,69,Zagueiro
313,J. Cillessen,81,81,13000000.0,33000.0,32,185,83,3,1,27300000.0,,,,,,,60,61,11,71,40,67,Goleiro
315,Paco Alcácer,81,81,28000000.0,45000.0,27,175,70,4,3,58800000.0,77.0,84.0,69.0,81.0,35.0,61.0,67,84,86,67,60,63,Atacante
316,Nacho Fernández,81,81,17500000.0,140000.0,31,180,76,4,2,35900000.0,78.0,37.0,66.0,69.0,81.0,80.0,53,75,37,83,81,79,Zagueiro
319,A. Marchesín,81,81,8500000.0,14000.0,33,188,84,3,1,17000000.0,,,,,,,65,64,18,75,38,59,Goleiro
320,J. Tarkowski,81,82,24500000.0,46000.0,28,188,81,4,2,48400000.0,57.0,45.0,67.0,65.0,82.0,81.0,65,78,43,85,71,84,Zagueiro
321,A. Florenzi,81,81,22000000.0,58000.0,30,173,67,4,3,,76.0,77.0,79.0,80.0,76.0,62.0,81,81,69,73,82,50,Zagueiro
322,T. Vaclík,81,81,13000000.0,2000.0,32,188,85,3,1,27300000.0,,,,,,,68,60,15,73,38,73,Goleiro
323,K. Zouma,81,84,30000000.0,75000.0,26,190,95,3,2,59300000.0,65.0,51.0,63.0,57.0,81.0,85.0,60,69,49,91,67,93,Zagueiro
324,Iñigo Martínez,81,81,21000000.0,33000.0,30,182,77,3,2,44100000.0,71.0,56.0,66.0,64.0,81.0,79.0,55,69,48,91,71,79,Zagueiro
325,W. Orban,81,82,24500000.0,79000.0,28,186,87,3,2,43500000.0,49.0,36.0,52.0,55.0,84.0,80.0,44,72,42,91,68,85,Zagueiro
326,A. Milik,81,82,30000000.0,81000.0,27,186,78,3,4,,64.0,84.0,67.0,76.0,39.0,71.0,64,78,84,65,63,78,Atacante
327,J. Ward-Prowse,81,84,33500000.0,69000.0,26,173,66,3,3,66200000.0,59.0,74.0,86.0,78.0,67.0,73.0,82,77,65,65,91,64,Meio campo
328,A. Cragno,81,83,23500000.0,32000.0,27,184,78,3,1,41700000.0,,,,,,,42,59,15,74,43,55,Goleiro
334,A. Belotti,81,82,30000000.0,61000.0,27,181,84,5,3,53300000.0,76.0,81.0,59.0,78.0,38.0,83.0,61,81,86,83,78,85,Atacante
337,A. Rabiot,81,82,30000000.0,87000.0,26,192,80,3,3,51800000.0,76.0,74.0,76.0,80.0,76.0,79.0,75,80,76,73,86,80,Meio campo
338,Rui Silva,81,84,25500000.0,24000.0,27,191,91,3,1,55500000.0,,,,,,,50,49,20,62,27,66,Goleiro
339,P. Zieliński,81,82,29500000.0,74000.0,27,180,75,5,4,52400000.0,81.0,75.0,81.0,85.0,70.0,61.0,84,75,78,52,75,57,Meio campo
342,A. Martial,81,84,34500000.0,130000.0,25,184,76,4,4,66400000.0,87.0,80.0,73.0,85.0,35.0,68.0,77,78,79,73,68,74,Atacante
343,O. Vlachodimos,81,83,23500000.0,14000.0,27,191,78,3,1,48800000.0,,,,,,,46,56,14,74,39,68,Goleiro
345,J. Musso,81,83,23500000.0,44000.0,27,191,93,3,1,41700000.0,,,,,,,48,67,19,51,35,70,Goleiro
347,Iñaki Williams,81,82,30000000.0,39000.0,27,186,80,2,4,65300000.0,94.0,78.0,72.0,78.0,37.0,81.0,73,81,85,88,83,82,Atacante
349,Morales,81,81,16500000.0,41000.0,33,180,70,4,4,34700000.0,86.0,82.0,75.0,85.0,52.0,68.0,76,84,84,63,78,67,Atacante
350,D. Djené,81,82,24000000.0,36000.0,29,178,72,4,2,52200000.0,69.0,37.0,62.0,62.0,83.0,79.0,42,73,49,79,73,78,Zagueiro
351,H. Hateboer,81,81,25000000.0,55000.0,27,185,72,3,3,42500000.0,84.0,64.0,72.0,77.0,77.0,79.0,69,77,84,74,86,75,Lateral
352,M. Dúbravka,81,81,13000000.0,40000.0,32,190,80,2,1,24700000.0,,,,,,,55,59,12,74,38,60,Goleiro
353,D. van de Beek,81,86,38500000.0,110000.0,24,184,74,3,3,74100000.0,68.0,78.0,76.0,79.0,72.0,77.0,79,84,80,71,84,74,Meio campo
354,D. Calvert-Lewin,81,85,37500000.0,90000.0,24,187,71,3,3,74100000.0,83.0,77.0,64.0,77.0,39.0,82.0,64,76,84,91,80,83,Atacante
356,David Soria,81,82,20500000.0,30000.0,28,192,85,3,1,44600000.0,,,,,,,45,58,12,61,43,75,Goleiro
361,N. Mukiele,81,85,34500000.0,65000.0,23,187,84,3,3,61200000.0,80.0,49.0,69.0,73.0,82.0,80.0,64,73,60,90,79,79,Lateral
362,G. Lo Celso,81,85,35500000.0,95000.0,25,177,68,3,4,70100000.0,75.0,76.0,82.0,83.0,69.0,73.0,83,80,76,57,76,70,Meio campo
363,Álex Remiro,81,84,26000000.0,31000.0,26,191,83,4,1,56600000.0,,,,,,,35,55,11,66,42,73,Goleiro
364,Yeray,81,83,28000000.0,33000.0,26,182,79,3,2,60900000.0,68.0,49.0,62.0,64.0,82.0,77.0,48,78,39,90,69,77,Zagueiro
366,Juiano Mestres,81,81,25000000.0,41000.0,25,181,82,3,2,45000000.0,71.0,61.0,57.0,63.0,82.0,80.0,50,70,58,91,76,79,Zagueiro
367,Adryan Zonta,81,81,22500000.0,24000.0,29,172,68,4,2,42800000.0,93.0,66.0,75.0,76.0,72.0,77.0,64,74,69,75,91,73,Lateral
369,Louri Beretta,81,81,25500000.0,28000.0,29,188,83,3,4,48500000.0,78.0,84.0,62.0,72.0,33.0,71.0,58,79,83,85,52,82,Atacante
370,Welington Dano,81,81,27500000.0,31000.0,21,178,69,4,4,49500000.0,79.0,54.0,76.0,79.0,75.0,74.0,75,82,72,71,89,68,Zagueiro
371,Oswaldinato,81,81,25500000.0,56000.0,29,184,79,3,2,45900000.0,76.0,81.0,67.0,77.0,20.0,78.0,70,78,85,81,72,87,Atacante
374,Lucas Paquetá,81,86,38500000.0,65000.0,23,180,72,3,4,76000000.0,74.0,75.0,79.0,83.0,69.0,78.0,82,84,80,79,84,74,Meio campo
375,Carlos Soler,81,88,51500000.0,39000.0,24,180,76,4,3,118500000.0,78.0,77.0,82.0,79.0,71.0,71.0,81,76,78,58,81,70,Meio campo
377,H. Aouar,81,86,38500000.0,65000.0,23,175,70,3,4,76000000.0,75.0,75.0,81.0,85.0,66.0,71.0,84,82,78,66,76,69,Meio campo
378,M. Lazzari,81,81,25000000.0,64000.0,27,174,67,3,3,42500000.0,92.0,62.0,76.0,82.0,70.0,65.0,74,76,74,39,86,56,Lateral
379,R. James,81,86,37000000.0,76000.0,21,178,87,3,3,71200000.0,80.0,58.0,77.0,77.0,76.0,80.0,70,72,66,73,79,83,Lateral
383,Reguilón,81,84,32500000.0,79000.0,24,178,68,3,3,64200000.0,86.0,58.0,75.0,78.0,78.0,70.0,73,74,75,64,77,65,Zagueiro
384,E. Tapsoba,81,88,48500000.0,49000.0,22,194,85,3,2,92200000.0,75.0,52.0,65.0,69.0,82.0,79.0,66,80,34,78,75,81,Zagueiro
386,Renan Lodi,81,86,36500000.0,49000.0,23,173,70,3,4,77600000.0,84.0,67.0,76.0,81.0,77.0,75.0,73,79,76,77,84,70,Zagueiro
387,Pedri,81,91,54000000.0,51000.0,18,174,61,4,4,121500000.0,78.0,65.0,79.0,84.0,66.0,63.0,86,84,77,65,86,53,Meio campo
388,G. Buffon,80,80,2300000.0,18000.0,43,192,92,2,1,4100000.0,,,,,,,50,70,12,69,34,65,Goleiro
389,G. Ochoa,80,80,2300000.0,27000.0,35,190,85,3,1,3900000.0,,,,,,,48,62,16,75,34,56,Goleiro
390,I. Akinfeev,80,80,2300000.0,26000.0,35,186,78,3,1,3700000.0,,,,,,,59,67,11,62,35,72,Goleiro
391,João Moutinho,80,80,9500000.0,88000.0,34,170,61,4,3,18100000.0,50.0,72.0,84.0,80.0,70.0,66.0,83,89,68,69,75,57,Meio campo
392,J. Evans,80,80,10000000.0,95000.0,33,188,77,4,2,19000000.0,52.0,32.0,61.0,60.0,83.0,77.0,57,81,30,80,67,80,Zagueiro
393,Raúl García,80,80,10500000.0,36000.0,34,184,83,3,3,22100000.0,41.0,82.0,81.0,78.0,65.0,83.0,83,85,85,92,75,86,Atacante
394,M. Hamšík,80,80,13000000.0,35000.0,33,183,73,5,4,26000000.0,68.0,77.0,81.0,80.0,70.0,71.0,83,84,81,73,71,75,Meio campo
395,D. Wass,80,80,14500000.0,38000.0,32,181,74,3,3,30500000.0,74.0,77.0,80.0,77.0,76.0,76.0,78,77,76,68,87,73,Zagueiro
396,S. Mignolet,80,80,7000000.0,24000.0,33,193,87,3,1,9800000.0,,,,,,,43,61,14,69,31,72,Goleiro
397,Marcelo,80,80,11000000.0,135000.0,33,174,75,4,5,22600000.0,73.0,72.0,80.0,87.0,75.0,71.0,78,79,80,74,67,70,Zagueiro
399,M. Benatia,80,80,7000000.0,19000.0,34,189,94,3,2,14000000.0,63.0,45.0,52.0,63.0,81.0,82.0,47,82,38,80,69,88,Zagueiro
400,Nacho Monreal,80,80,6500000.0,26000.0,35,180,77,3,3,13700000.0,65.0,61.0,74.0,74.0,80.0,68.0,71,76,72,74,69,64,Zagueiro
402,D. Godín,80,80,5500000.0,27000.0,35,187,78,3,2,9400000.0,57.0,48.0,63.0,61.0,80.0,78.0,52,78,48,89,67,82,Zagueiro
403,F. Muslera,80,80,2300000.0,32000.0,35,190,74,2,1,4600000.0,,,,,,,62,60,13,84,40,68,Goleiro
404,A. Ogbonna,80,80,10000000.0,70000.0,33,191,86,3,2,19000000.0,56.0,40.0,60.0,62.0,82.0,76.0,55,75,44,81,64,81,Zagueiro
407,A. Ramsey,80,80,20000000.0,81000.0,30,183,76,3,3,33000000.0,66.0,70.0,81.0,83.0,66.0,66.0,82,80,78,63,65,66,Meio campo
408,Rafael Tolói,80,80,17500000.0,51000.0,30,185,75,3,2,29800000.0,66.0,47.0,58.0,64.0,82.0,80.0,50,86,40,76,80,79,Zagueiro
409,R. Bürki,80,80,14000000.0,46000.0,30,187,85,2,1,23800000.0,,,,,,,50,58,10,74,36,76,Goleiro
410,F. Coquelin,80,80,20000000.0,39000.0,30,176,74,3,3,42000000.0,68.0,67.0,76.0,80.0,78.0,79.0,80,78,77,78,75,78,Meio campo
411,Guaita,80,80,3600000.0,48000.0,34,190,80,3,1,6800000.0,,,,,,,52,62,13,68,41,62,Goleiro
413,R. Pereyra,80,80,20000000.0,23000.0,30,182,77,4,4,36000000.0,76.0,74.0,79.0,81.0,68.0,73.0,79,78,78,68,87,68,Meio campo
417,M. Perin,80,82,18000000.0,64000.0,28,188,77,3,1,31100000.0,,,,,,,44,65,12,75,30,52,Goleiro
418,Sérgio Oliveira,80,80,20500000.0,19000.0,29,181,78,3,3,41000000.0,58.0,79.0,82.0,77.0,72.0,70.0,81,81,79,58,76,66,Meio campo
419,Bartra,80,80,17500000.0,28000.0,30,184,73,3,3,36800000.0,71.0,61.0,72.0,73.0,80.0,74.0,76,76,61,88,69,74,Zagueiro
421,C. Bakambu,80,80,20500000.0,30000.0,30,182,74,3,4,31800000.0,90.0,80.0,71.0,76.0,36.0,77.0,73,75,83,84,80,77,Atacante
424,Ismaily,80,80,15500000.0,1000.0,31,177,86,3,4,32600000.0,82.0,64.0,74.0,81.0,75.0,75.0,71,79,82,59,86,75,Zagueiro
425,A. Mandi,80,81,19500000.0,37000.0,29,184,78,3,2,42400000.0,66.0,46.0,74.0,70.0,81.0,74.0,71,78,67,80,65,78,Zagueiro
426,Rafinha,80,80,21000000.0,86000.0,28,174,71,4,4,38900000.0,71.0,75.0,80.0,84.0,69.0,68.0,83,82,77,75,66,67,Meio campo
427,M. Hinteregger,80,80,18000000.0,34000.0,28,184,83,3,2,30600000.0,70.0,70.0,67.0,61.0,81.0,81.0,65,78,68,86,76,83,Zagueiro
428,R. Freuler,80,80,20500000.0,58000.0,29,180,80,3,4,34900000.0,69.0,71.0,77.0,78.0,75.0,73.0,79,83,78,55,87,69,Meio campo
431,Š. Vrsaljko,80,80,18500000.0,56000.0,29,181,76,3,3,37900000.0,79.0,55.0,73.0,74.0,78.0,77.0,68,67,65,84,85,73,Zagueiro
434,E. Zahavi,80,80,13500000.0,26000.0,33,182,71,4,4,18900000.0,77.0,82.0,74.0,79.0,39.0,73.0,78,75,82,85,77,76,Atacante
436,S. Umtiti,80,80,19500000.0,125000.0,27,182,75,3,2,40000000.0,65.0,62.0,68.0,67.0,80.0,78.0,58,74,51,81,64,84,Zagueiro
437,T. Savanier,80,80,20500000.0,35000.0,29,172,69,4,4,41000000.0,67.0,74.0,83.0,82.0,69.0,69.0,84,83,74,36,78,63,Meio campo
438,S. Haller,80,81,24500000.0,23000.0,27,190,82,3,3,36100000.0,66.0,79.0,62.0,74.0,51.0,81.0,75,81,81,82,69,91,Atacante
439,Z. Feddal,80,80,14500000.0,17000.0,31,192,84,2,2,29000000.0,61.0,50.0,63.0,60.0,82.0,77.0,47,69,52,75,65,80,Zagueiro
440,E. Andrada,80,81,16000000.0,43000.0,30,194,83,2,1,26800000.0,,,,,,,53,44,19,57,45,62,Goleiro
441,M. Keane,80,81,20000000.0,84000.0,28,191,82,3,2,39500000.0,55.0,49.0,65.0,65.0,82.0,80.0,60,72,29,85,68,86,Zagueiro
442,Roger,80,80,20500000.0,38000.0,30,179,74,3,3,43100000.0,77.0,82.0,63.0,77.0,41.0,74.0,61,80,85,73,78,74,Atacante
443,J. Martínez,80,80,21500000.0,14000.0,28,170,69,4,3,32300000.0,87.0,80.0,61.0,79.0,25.0,67.0,58,75,83,91,60,69,Atacante
445,G. Laborde,80,81,24500000.0,59000.0,27,181,78,4,3,48400000.0,77.0,78.0,76.0,78.0,40.0,82.0,78,80,82,88,88,83,Atacante
446,Pacheco,80,82,17500000.0,25000.0,29,186,81,2,1,39800000.0,,,,,,,53,62,14,73,43,75,Goleiro
447,Jonny,80,81,22000000.0,81000.0,27,170,70,3,3,43500000.0,75.0,53.0,71.0,76.0,79.0,69.0,68,74,67,76,78,59,Lateral
449,T. Strakosha,80,83,21000000.0,48000.0,26,193,78,2,1,37300000.0,,,,,,,49,61,18,56,23,66,Goleiro
450,P. Max,80,81,22000000.0,22000.0,27,177,77,3,3,32500000.0,82.0,67.0,79.0,75.0,73.0,75.0,73,76,68,71,89,69,Zagueiro
451,João Mário,80,80,21000000.0,19000.0,28,179,73,4,4,42000000.0,69.0,69.0,80.0,83.0,66.0,68.0,82,82,74,62,80,65,Meio campo
452,A. Christensen,80,85,28000000.0,95000.0,25,187,81,3,2,53900000.0,65.0,31.0,65.0,68.0,83.0,72.0,62,76,32,75,68,73,Zagueiro
453,F. Armani,80,80,3600000.0,17000.0,34,189,88,3,1,5000000.0,,,,,,,55,55,17,67,35,81,Goleiro
454,W. Benítez,80,82,18000000.0,32000.0,28,191,93,2,1,35600000.0,,,,,,,46,62,17,62,40,80,Goleiro
455,G. Rulli,80,80,14500000.0,31000.0,29,189,84,3,1,30500000.0,,,,,,,58,61,12,65,42,73,Goleiro
456,Capa,80,80,18500000.0,32000.0,29,175,75,3,3,38900000.0,82.0,64.0,76.0,77.0,74.0,88.0,75,78,76,81,93,86,Zagueiro
457,G. Di Lorenzo,80,80,20500000.0,63000.0,27,183,83,3,3,34900000.0,84.0,66.0,73.0,76.0,76.0,79.0,64,72,70,83,89,75,Zagueiro
458,C. Tolisso,80,81,24500000.0,78000.0,26,181,81,3,3,42300000.0,66.0,77.0,77.0,78.0,76.0,78.0,80,75,79,83,77,76,Meio campo
460,J. Denayer,80,83,24500000.0,64000.0,26,184,80,3,2,48400000.0,83.0,43.0,67.0,71.0,81.0,81.0,67,79,36,82,81,83,Zagueiro
461,N. Keïta,80,83,27500000.0,110000.0,26,172,64,4,4,52900000.0,70.0,73.0,75.0,85.0,65.0,66.0,80,81,74,52,73,59,Meio campo
462,Pau López,80,80,16500000.0,44000.0,26,189,77,3,1,,,,,,,,62,62,20,71,42,52,Goleiro
463,V. Lindelöf,80,82,23000000.0,105000.0,26,187,80,4,3,44300000.0,63.0,51.0,73.0,72.0,81.0,78.0,72,83,51,77,77,76,Zagueiro
464,L. Klostermann,80,84,26500000.0,67000.0,25,187,88,3,2,47000000.0,85.0,51.0,64.0,71.0,82.0,77.0,55,68,70,82,82,76,Zagueiro
466,S. Lainer,80,80,19000000.0,34000.0,28,175,73,3,2,32300000.0,78.0,63.0,70.0,75.0,74.0,80.0,60,75,66,69,92,72,Zagueiro
467,J. Rodríguez,80,80,23000000.0,79000.0,27,177,79,3,4,39100000.0,88.0,80.0,67.0,81.0,38.0,76.0,68,72,81,74,84,76,Atacante
469,Borja Iglesias,80,80,21500000.0,34000.0,28,187,86,3,3,45200000.0,65.0,80.0,64.0,74.0,35.0,80.0,71,80,83,70,71,90,Atacante
470,Joan Jordán,80,81,24500000.0,33000.0,26,183,74,4,4,53300000.0,63.0,75.0,81.0,77.0,67.0,76.0,82,77,69,55,81,74,Meio campo
474,K. Tierney,80,86,31000000.0,69000.0,24,178,70,3,3,65100000.0,84.0,60.0,75.0,77.0,75.0,79.0,73,74,73,80,86,74,Zagueiro
475,I. Bennacer,80,84,30000000.0,41000.0,23,175,70,3,4,53300000.0,73.0,67.0,80.0,84.0,73.0,73.0,81,79,64,78,79,66,Meio campo
476,M. Dmitrović,80,81,16000000.0,26000.0,29,194,94,2,1,34800000.0,,,,,,,45,59,9,50,45,79,Goleiro
477,O. Zinchenko,80,85,29500000.0,95000.0,24,175,64,3,3,56800000.0,73.0,65.0,80.0,80.0,77.0,69.0,78,80,75,72,76,63,Zagueiro
478,Nélson Semedo,80,81,22000000.0,81000.0,27,177,69,3,4,43500000.0,82.0,57.0,68.0,81.0,75.0,75.0,62,79,72,81,84,67,Lateral
479,M. Akanji,80,83,25000000.0,54000.0,25,187,91,4,2,44400000.0,81.0,48.0,67.0,74.0,81.0,77.0,65,76,37,83,72,80,Zagueiro
481,G. Mancini,80,84,26500000.0,52000.0,25,190,77,3,2,47000000.0,61.0,45.0,50.0,59.0,80.0,84.0,51,72,32,87,86,83,Zagueiro
482,S. Sensi,80,83,27500000.0,95000.0,25,168,62,4,4,48800000.0,67.0,60.0,83.0,83.0,67.0,59.0,86,78,62,68,65,50,Meio campo
483,Gerson,80,84,30000000.0,41000.0,24,184,72,2,3,59300000.0,74.0,64.0,79.0,80.0,78.0,77.0,77,78,74,68,77,76,Meio campo
484,Maikel Catarino,80,80,21000000.0,33000.0,25,177,75,3,3,39900000.0,76.0,51.0,70.0,77.0,77.0,70.0,61,54,57,55,85,68,Zagueiro
485,Héniton Pires,80,80,17000000.0,33000.0,25,182,74,3,1,30600000.0,,,,,,,70,41,13,70,30,64,Goleiro
487,Tony Abranjes,80,80,10000000.0,32000.0,33,179,80,3,2,19000000.0,67.0,39.0,55.0,58.0,81.0,85.0,43,72,28,90,81,91,Zagueiro
488,Renato Sanches,80,86,33000000.0,38000.0,23,176,70,4,4,69300000.0,84.0,74.0,77.0,84.0,72.0,84.0,79,83,74,84,87,83,Meio campo
489,D. Malen,80,85,33000000.0,59000.0,22,179,78,3,4,58600000.0,90.0,79.0,72.0,83.0,30.0,74.0,77,76,80,77,79,75,Atacante
490,Ç. Söyüncü,80,83,25000000.0,88000.0,25,185,82,4,2,49400000.0,76.0,46.0,60.0,67.0,80.0,80.0,55,76,42,76,70,82,Zagueiro
491,V. Osimhen,80,87,43000000.0,66000.0,22,185,78,4,3,81700000.0,88.0,80.0,63.0,75.0,39.0,81.0,65,72,81,88,80,82,Atacante
493,D. Henderson,80,87,36000000.0,70000.0,24,188,85,3,1,73800000.0,,,,,,,48,56,8,63,34,60,Goleiro
494,N. Mazraoui,80,85,29500000.0,17000.0,23,183,62,3,3,43500000.0,82.0,61.0,74.0,81.0,75.0,71.0,76,76,73,69,82,66,Zagueiro
495,J. Pavlenka,80,82,17500000.0,14000.0,29,196,81,3,1,29300000.0,,,,,,,25,39,14,36,20,68,Goleiro
498,A. Bastoni,80,89,44500000.0,77000.0,22,190,75,3,2,84600000.0,65.0,33.0,65.0,69.0,82.0,80.0,57,77,39,71,81,81,Zagueiro
500,M. Gómez,80,85,32000000.0,40000.0,24,186,84,3,3,69600000.0,66.0,81.0,68.0,73.0,32.0,82.0,70,82,87,83,79,87,Atacante
502,Unai Núñez,80,84,27000000.0,26000.0,24,186,81,2,2,58700000.0,72.0,22.0,49.0,50.0,81.0,76.0,30,62,23,79,67,79,Zagueiro
505,Pedro Porro,80,87,40500000.0,80000.0,21,176,71,3,3,,80.0,67.0,73.0,79.0,75.0,75.0,68,78,75,59,83,73,Lateral
507,V. Coufal,80,80,19000000.0,73000.0,28,175,76,3,3,36100000.0,77.0,56.0,73.0,75.0,78.0,81.0,69,72,69,84,86,76,Zagueiro
509,Iniesta,79,79,5500000.0,10000.0,37,171,68,4,4,7200000.0,51.0,69.0,84.0,84.0,59.0,57.0,90,89,78,40,51,62,Meio campo
510,J. Milner,79,79,7000000.0,76000.0,35,175,70,4,3,13000000.0,56.0,70.0,81.0,77.0,77.0,75.0,77,84,71,62,77,70,Meio campo
512,B. Costil,79,79,5500000.0,24000.0,33,187,82,3,1,11000000.0,,,,,,,48,58,12,49,28,65,Goleiro
513,B. Gomis,79,79,7500000.0,38000.0,35,186,86,4,3,12800000.0,60.0,81.0,68.0,72.0,36.0,74.0,73,81,82,76,75,83,Atacante
514,M. Dembélé,79,79,11000000.0,21000.0,33,185,85,2,4,17100000.0,70.0,68.0,76.0,85.0,73.0,77.0,78,90,67,79,66,83,Meio campo
517,D. Ospina,79,79,8500000.0,48000.0,32,183,80,3,1,14500000.0,,,,,,,50,57,16,75,29,38,Goleiro
519,N. Guzmán,79,79,1900000.0,26000.0,35,193,94,3,1,3000000.0,,,,,,,55,60,19,67,38,83,Goleiro
520,O. Giroud,79,79,8500000.0,48000.0,34,193,91,3,3,14500000.0,39.0,80.0,70.0,71.0,42.0,77.0,77,79,82,82,54,88,Atacante
525,M. Suárez,79,79,11000000.0,24000.0,33,183,75,4,4,15400000.0,79.0,77.0,77.0,83.0,44.0,75.0,82,85,80,75,75,74,Atacante
527,A. Cresswell,79,79,12500000.0,66000.0,31,175,66,3,3,23800000.0,70.0,60.0,75.0,76.0,77.0,68.0,68,72,60,86,74,61,Zagueiro
